"","NAME","CAND_OFFICE_ST","TRANSACTION_AMT","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","GEN_ELECTION","GEN_ELECTION_PERCENT","Issues"
"819","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"820","WHITEHOUSE 06","RI",2100,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Civil Liberties"
"821","FRIENDS OF CONRAD BURNS - 2006","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Abortion"
"822","MIKE DEWINE FOR US SENATE, MIKE","OH",2000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Abortion"
"823","SANTORUM 2006, RICK","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"824","BINGAMAN JEFF","NM",2000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Abortion"
"825","MENENDEZ FOR CONGRESS","NJ",2000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Gun Rights"
"826","KYL FOR U.S. SENATE","AZ",2000,"S4AZ00030","KYL, JON","REP","W",52,"Taxes"
"827","FRIENDS OF JOE LIEBERMAN","CT",2000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Big Business"
"828","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Taxes"
"829","TALENT FOR SENATE COMMITTEE","MO",2000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"830","MARK KENNEDY 06","MN",2000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Big Business"
"831","JON KYL FOR U.S. SENATE","AZ",1500,"S4AZ00030","KYL, JON","REP","W",52,"Big Business"
"832","LOTT TRENT","MS",2000,"S8MS00162","LOTT, TRENT","REP","W",63,"Gun Rights"
"833","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"834","CHAFEE FOR SENATE","RI",5000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Civil Liberties"
"835","FEINSTEIN FOR SENATE","CA",5000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Gun Rights"
"836","MIKE DEWINE FOR U.S. SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Gun Rights"
"837","STABENOW FOR U.S. SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Taxes"
"838","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Foreign Policy"
"839","FRIENDS OF JOE LIEBERMAN","CT",2500,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Jobs"
"840","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"841","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Gun Rights"
"842","ENSIGN FOR SENATE","NV",3000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"843","RICK SANTORUM","PA",3000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"844","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"845","FRIENDS OF CRAIG THOMAS","WY",2000,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Big Business"
"846","HATCH, ORRIN G","UT",3000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Jobs"
"847","FORD, HAROLD JR","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Big Business"
"848","MENENDEZ, ROBERT","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Civil Liberties"
"849","SANTORUM '94","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Taxes"
"850","TALENT FOR SENATE COMMITTEE","MO",2000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Civil Liberties"
"851","FRIENDS OF CONRAD BURNS","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Abortion"
"852","ENSIGN FOR SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Abortion"
"853","RE-ELECT HAROLD FORD","TN",2000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Foreign Policy"
"854","TALENT FOR SENATE COMMITTEE","MO",1500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"855","FRIENDS OF CONRAD BURNS - 2006","MT",1950,"S8MT00119","BURNS, CONRAD","REP","L",48,"Civil Liberties"
"856","FEINSTEIN FOR SENATE","CA",2000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Foreign Policy"
"857","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"858","FRIENDS OF GEORGE ALLEN","VA",4500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"859","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"860","AKAKA IN 2006","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Taxes"
"861","TALENT FOR U S SENATE","MO",4000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Foreign Policy"
"862","HATCH ELECTION COMMITTEE","UT",5000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Civil Liberties"
"863","JON KYL FOR US SENATE","AZ",2000,"S4AZ00030","KYL, JON","REP","W",52,"Gun Rights"
"864","MIKE DEWINE FOR US SENATE","OH",2000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Abortion"
"865","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Jobs"
"866","FRIENDS OF KENT CONRAD","ND",3000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Abortion"
"867","KENNEDY FOR SENATE 2006","MA",5000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Big Business"
"868","BOB CASEY FOR PENNSYLVANIA COMMITTEE","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Civil Liberties"
"869","CARDIN FOR SENATE","MD",2500,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Abortion"
"870","DEWINE FOR US SENATE","OH",3000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Abortion"
"871","FRIENDS OF KENT CONRAD","ND",4250,"S6ND00058","CONRAD, KENT","DEM","W",68,"Big Business"
"872","HATCH ELECTION COMMITTEE INC","UT",4500,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Jobs"
"873","SNOWE FOR SENATE","ME",4000,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Jobs"
"874","KENNEDY FOR SENATE 2006 6/05","MA",5000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Big Business"
"875","HATCH ELECTION COMMITTEE INC","UT",2000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Big Business"
"876","BEN NELSON FOR US SENATE COMMITTEE","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Big Business"
"877","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Taxes"
"878","FRIENDS OF CRAIG THOMAS","WY",2000,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Taxes"
"879","CARPER FOR SENATE","DE",4000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"880","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Abortion"
"881","NELSON 2006","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Jobs"
"882","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"883","NELSON 2006","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Gun Rights"
"884","SNOWE FOR SENATE","ME",2000,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Taxes"
"885","BILL NELSON FOR SENATE","FL",2000,"S8FL00166","NELSON, BILL","DEM","W",60,"Big Business"
"886","FEINSTEIN FOR SENATE","CA",2000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Gun Rights"
"887","FRIENDS OF HILLARY","NY",2000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Civil Liberties"
"888","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN (2000)","NM",2000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Gun Rights"
"889","BINGAMAN 2006","NM",2000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Jobs"
"890","MENENDEZ FOR CONGRESS","NJ",2000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Civil Liberties"
"891","STABENOW FOR U.S. SENATE","MI",4000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Civil Liberties"
"892","NELSON 2006","NE",3000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Taxes"
"893","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",2500,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Foreign Policy"
"894","KAY BAILEY HUTCHISON FOR SENATE COM.","TX",2000,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Taxes"
"895","FRIENDS OF ROBERT C BYRD COMMITTEE","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Foreign Policy"
"896","FRIENDS OF ROBERT C BYRD COMMITTEE","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Abortion"
"897","FRIENDS OF DICK LUGAR INC","IN",2000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Taxes"
"898","MIKE DEWINE FOR SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Jobs"
"899","NELSON 2006","NE",1500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Taxes"
"900","CARPER FOR SENATE","DE",3000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Jobs"
"901","FRIENDS OF JOE LIEBERMAN","CT",2500,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Civil Liberties"
"902","JON KYL FOR U.S. SENATE","AZ",3000,"S4AZ00030","KYL, JON","REP","W",52,"Jobs"
"903","SANTORUM 2006","PA",3000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"904","ENSIGN FOR SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Taxes"
"905","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Taxes"
"906","TALENT FOR SENATE COMMITTEE","MO",3000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Jobs"
"907","BILL NELSON FOR U S SENATE","FL",2000,"S8FL00166","NELSON, BILL","DEM","W",60,"Abortion"
"908","CARPER FOR SENATE, CARPER","DE",2000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"909","SNOWE FOR SENATE","ME",5000,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Civil Liberties"
"910","FRIENDS OF JOE LIEBERMAN","CT",4000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Taxes"
"911","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Jobs"
"912","KYL, JON L","AZ",3000,"S4AZ00030","KYL, JON","REP","W",52,"Civil Liberties"
"913","RE-ELECT HAROLD FORD JR","TN",2000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Taxes"
"914","SANTORUM 2006","PA",4000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Taxes"
"915","KENNEDY FOR SENATE 2006","MA",5000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Gun Rights"
"916","HATCH ELECTION COMMITTEE","UT",2500,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Civil Liberties"
"917","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"918","MIKE DEWINE FOR U.S. SENATE","OH",1500,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Gun Rights"
"919","TALENT FOR SENATE INC","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Taxes"
"920","STABENOW FOR U.S. SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Gun Rights"
"921","FEINSTEIN FOR SENATE","CA",2000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Foreign Policy"
"922","FRIENDS OF ROBERT C BYRD","WV",3000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Gun Rights"
"923","MARK KENNEDY 06","MN",2500,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Civil Liberties"
"924","MIKE DEWINE FOR U.S. SENATE","OH",2000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Gun Rights"
"925","CARPER FOR SENATE","DE",2500,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Jobs"
"926","JON KYL FOR U S SENATE","AZ",2500,"S4AZ00030","KYL, JON","REP","W",52,"Big Business"
"927","MENENDEZ FOR CONGRESS","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Jobs"
"928","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Big Business"
"929","STABENOW FOR US SENATE","MI",2000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Jobs"
"930","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"931","CARPER FOR SENATE","DE",2000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Abortion"
"932","STABENOW FOR U.S. SENATE","MI",2000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Taxes"
"933","FRIENDS OF KENT CONRAD","ND",2500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Civil Liberties"
"934","MIKE DEWINE FOR U.S. SENATE","OH",4000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Jobs"
"935","FRIENDS OF ROBERT C. BYRD","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Jobs"
"936","MENENDEZ FOR CONGRESS","NJ",2000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Taxes"
"937","FRIENDS OF GEORGE ALLEN","VA",1500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Foreign Policy"
"938","FEINSTEIN FOR SENATE","CA",2500,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Jobs"
"939","FRIENDS OF GEORGE ALLEN","VA",4000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Civil Liberties"
"940","SNOWE, OLYMPIA","ME",4000,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Jobs"
"941","FRIENDS OF GEORGE ALLEN","VA",2500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Civil Liberties"
"942","FRIENDS OF CONRAD BURNS - 2006","MT",2500,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"943","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Jobs"
"944","BILL NELSON FOR U S SENATE","FL",2000,"S8FL00166","NELSON, BILL","DEM","W",60,"Jobs"
"945","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"946","AKAKA IN 2006","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Civil Liberties"
"947","FRIENDS OF CONRAD BURNS","MT",3000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Civil Liberties"
"948","KENNEDY FOR SENATE 2006","MA",2000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Civil Liberties"
"949","NELSON 2006","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Taxes"
"950","BILL NELSON FOR U S SENATE COMMITTEE - 2006 PRIMARY ELECTION","FL",3000,"S8FL00166","NELSON, BILL","DEM","W",60,"Gun Rights"
"951","KENNEDY FOR SENATE 2006","MA",2500,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Taxes"
"952","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Foreign Policy"
"953","ALOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",2500,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Big Business"
"954","FRIENDS OF GEORGE ALLEN","VA",2000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Civil Liberties"
"955","TALENT FOR SENATE COMMITTEE","MO",1500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Abortion"
"956","FRIENDS OF CONRAD BURNS","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Big Business"
"957","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Taxes"
"958","RE-ELECT HAROLD FORD JR","TN",1500,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Jobs"
"959","MARK KENNEDY 06","MN",2000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Taxes"
"960","FRIENDS OF ROBERT C BYRD","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Abortion"
"961","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"962","FRIENDS OF CRAIG THOMAS","WY",3000,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Jobs"
"963","CARPER FOR SENATE","DE",2430,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Big Business"
"964","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Taxes"
"965","MARK KENNEDY 06","MN",2000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Abortion"
"966","FRIENDS OF DICK LUGAR INC","IN",4000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Gun Rights"
"967","TALENT FOR SENATE COMMITTEE","MO",1500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Taxes"
"968","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Foreign Policy"
"969","FRIENDS OF ROBERT C. BYRD","WV",4000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Foreign Policy"
"970","FRIENDS OF GEORGE ALLEN","VA",2500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Foreign Policy"
"971","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Abortion"
"972","FRIENDS OF ROBERT C BYRD COMMITTEE","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Foreign Policy"
"973","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"974","STABENOW FOR US SENATE","MI",3000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Big Business"
"975","FEINSTEIN FOR SENATE","CA",5000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Big Business"
"976","FRIENDS OF DICK LUGAR INC","IN",2000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Civil Liberties"
"977","BILL NELSON FOR U S SENATE","FL",2000,"S8FL00166","NELSON, BILL","DEM","W",60,"Taxes"
"978","KENNEDY FOR SENATE 2006","MA",1500,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Big Business"
"979","STABENOW FOR U.S. SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Jobs"
"980","TALENT FOR SENATE COMMITTEE","MO",4000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"981","BOB CASEY FOR PENNSYLVANIA COMMITTEE","PA",2500,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Taxes"
"982","BILL NELSON FOR U.S. SENATE","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Foreign Policy"
"983","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Foreign Policy"
"984","CARPER FOR SENATE","DE",2500,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Taxes"
"985","FRIENDS OF CONRAD BURNS","MT",1500,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"986","FRIENDS OF HILLARY","NY",2500,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Taxes"
"987","FRIENDS OF KENT CONRAD","ND",3500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Civil Liberties"
"988","BE A GUEST AT YOUR OWN PARTY","ND",1500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Foreign Policy"
"989","SANTORUM 2006","PA",1500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"990","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Jobs"
"991","KENNEDY FOR SENATE","MA",1500,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Taxes"
"992","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"993","FRIENDS OF CRAIG THOMAS","WY",5000,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Abortion"
"994","CARPER FOR SENATE","DE",5000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Big Business"
"995","NELSON 2006","NE",4000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Jobs"
"996","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Civil Liberties"
"997","HATCH ELECTION COMMITTEE INC","UT",2000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Civil Liberties"
"998","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"999","SNOWE, OLYMPIA","ME",2000,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Jobs"
"1000","FRIENDS OF CONRAD BURNS - 2006","MT",3000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"1001","FRIENDS OF HILLARY","NY",2000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Abortion"
"1002","HATCH ELECTION COMMITTEE INC","UT",2500,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Taxes"
"1003","JON KYL FOR U S SENATE","AZ",2000,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"1004","TALENT FOR SENATE","MO",2000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Big Business"
"1005","FRIENDS OF DICK LUGAR","IN",2000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Big Business"
"1006","FRIENDS OF CRAIG THOMAS","WY",5000,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Civil Liberties"
"1007","FEINSTEIN FOR SENATE","CA",5000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Civil Liberties"
"1008","TALENT FOR SENATE","MO",3000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Foreign Policy"
"1009","TALENT FOR SENATE","MO",2000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Jobs"
"1010","FRIENDS OF JOE LIEBERMAN","CT",2000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Foreign Policy"
"1011","FRIENDS OF JOE LIEBERMAN","CT",2000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Abortion"
"1012","JON KYL FOR U S SENATE","AZ",1500,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"1013","STABENOW FOR U.S. SENATE","MI",3000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Abortion"
"1014","CONRAD, KENT","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Gun Rights"
"1015","FORD, HAROLD   JR.","TN",2000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Gun Rights"
"1016","NELSON, BILL","FL",2000,"S8FL00166","NELSON, BILL","DEM","W",60,"Taxes"
"1017","TALENT FOR SENATE COMMITTEE","MO",1500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"1018","CONRAD, KENT","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Foreign Policy"
"1019","NELSON 2006","NE",2500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Big Business"
"1020","NELSON, E BENJAMIN MR.","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Gun Rights"
"1021","HILLARY RODHAM CLINTON FOR U.S. SENATE","NY",5000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Jobs"
"1022","KENNEDY FOR SENATE 2006","MA",5000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Gun Rights"
"1023","HILLARY RODHAM CLINTON FOR U.S. SENATE","NY",5000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Foreign Policy"
"1024","RE-ELECT HAROLD FORD JR","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Taxes"
"1025","NELSON 2006","NE",1500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Civil Liberties"
"1026","FRIENDS OF DICK LUGAR","IN",2000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Foreign Policy"
"1027","CARPER FOR SENATE","DE",2500,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Abortion"
"1028","RE-ELECT HAROLD FORD JR.","TN",1500,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Taxes"
"1029","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Foreign Policy"
"1030","NELSON 2006","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Gun Rights"
"1031","SNOWE FOR SENATE","ME",2000,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Jobs"
"1032","FRIENDS OF CONRAD BURNS 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Gun Rights"
"1033","KENNEDY FOR SENATE 2006","MA",3000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Foreign Policy"
"1034","FRIENDS OF CONRAD BURNS","MT",1500,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"1035","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Civil Liberties"
"1036","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Taxes"
"1037","THE GEORGE ALLEN COMMITTEE","VA",2500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Civil Liberties"
"1038","JOHN ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Foreign Policy"
"1039","CARPER FOR SENATE","DE",3000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Jobs"
